country	year	pop	gdpPercap	lifeExp	continent
Australia	1977	14074100	18334.19751	73.49	Oceania
Australia	1978	14248600	18635.0381	73.88	Oceania
Australia	1979	14421900	19380.63562	74.44	Oceania
Australia	1980	14615900	19505.55452	74.6	Oceania
Australia	1981	14923260	19841.87946	74.97	Oceania
Australia	1982	15184200	19477.00928	74.74	Oceania
Australia	1983	15393500	19214.56115	75.55	Oceania
Australia	1984	15579400	20295.25294	76.02	Oceania
Australia	1985	15788300	21040.4946	75.46	Oceania
Australia	1986	16018350	21168.81051	76.13	Oceania
Australia	1987	16257249	21888.88903	76.32	Oceania
Australia	1988	16520206	22508.19078	76.36	Oceania
Australia	1989	16780235	23133.97635	76.46	Oceania
Australia	1990	17022133	23151.89034	77.06	Oceania
Australia	1991	17257526	22893.85675	77.55	Oceania
Australia	1992	17481977	23424.76683	77.56	Oceania
Australia	1993	17688687	24053.10102	78.1	Oceania
Australia	1994	17892557	24780.17241	78.1	Oceania
Australia	1995	18116171	25518.71544	78.49	Oceania
Australia	1996	18348078	26151.13247	78.56	Oceania
Australia	1997	18565243	26997.93657	78.83	Oceania
Australia	1998	18768789	28169.15341	79.33	Oceania
Australia	1999	18968247	28983.2672	79.58	Oceania
Australia	2000	19164620	29241.5145	79.99	Oceania
Australia	2001	19357594	30043.24277	80.35	Oceania
Australia	2002	19546792	30687.75473	80.37	Oceania
Australia	2003	19731984	31634.24243	80.78	Oceania
Australia	2004	19913144	32098.50615	81.15	Oceania
Australia	2007	20434176	34435.36744	81.235	Oceania
Austria	1950	6935100	5733.098114	64.88	Europe
Austria	1951	6935451	6124.928282	65.26	Europe
Austria	1952	6927772	6137.076492	66.8	Europe
Austria	1953	6932483	6399.786948	67.29	Europe
Austria	1954	6940209	7045.971274	67.32	Europe
Austria	1955	6946885	7817.250888	67.6	Europe
Austria	1956	6952359	8348.449465	67.72	Europe
Austria	1957	6965860	8842.59803	67.48	Europe
Austria	1958	6987358	9137.296178	68.49	Europe
Austria	1959	7014331	9360.853847	68.42	Europe
Austria	1960	7047437	10083.83005	68.78	Europe
Austria	1961	7086299	10560.9654	69.75	Europe
Austria	1962	7129864	10750.72111	69.54	Europe
Austria	1963	7175811	11116.70439	69.67	Europe
Austria	1964	7223801	11705.63362	70.16	Europe
Austria	1965	7270889	11964.2821	69.95	Europe
Austria	1966	7322066	12549.33397	70.26	Europe
Austria	1967	7376998	12834.6024	70.14	Europe
Austria	1968	7415403	13335.55703	70.29	Europe
Austria	1969	7441055	14125.31596	70.06	Europe
Austria	1970	7467086	15078.76996	70.11	Europe
Austria	1971	7500482	15779.07374	70.31	Europe
Austria	1972	7544201	16661.6256	70.63	Europe
Austria	1973	7586115	17379.3273	71.21	Europe
Austria	1974	7599038	18033.975	71.2	Europe
Austria	1975	7578903	18016.36617	71.33	Europe
Austria	1976	7565525	18874.29543	71.82	Europe
Austria	1977	7568430	19749.4223	72.17	Europe
Austria	1978	7562305	19693.61751	72.25	Europe
Austria	1979	7549425	20803.39934	72.56	Europe
Austria	1980	7549433	21284.70833	72.7	Europe
Austria	1981	7564629	21220.8879	73.02	Europe
Austria	1982	7574613	21597.08362	73.18	Europe
Austria	1983	7552896	22266.66334	73.25	Europe
Austria	1984	7554132	22336.9462	73.79	Europe
Austria	1985	7559776	22821.20054	74.01	Europe
Austria	1986	7568242	23329.15536	74.49	Europe
Austria	1987	7578903	23687.82607	74.94	Europe
Austria	1988	7599791	24371.17769	75.41	Europe
Austria	1989	7627861	25307.87479	75.5	Europe
Austria	1990	7722953	26134.99521	75.77	Europe
Austria	1991	7818423	26744.39669	75.83	Europe
Austria	1992	7914969	27042.01868	76.04	Europe
Austria	1993	7988599	26882.04406	76.27	Europe
Austria	1994	8027540	27463.47863	76.6	Europe
Austria	1995	8047433	27918.81948	76.84	Europe
Austria	1996	8060852	28602.35254	77.1	Europe
Austria	1997	8069876	29095.92066	77.51	Europe
Austria	1998	8078622	30107.97838	77.88	Europe
Austria	1999	8094156	31039.61877	78.06	Europe
Austria	2000	8113413	32008.50466	78.35	Europe
Austria	2001	8131690	32196.42488	78.85	Europe
Austria	2002	8148312	32417.60769	78.98	Europe
Austria	2003	8162656	32741.18737	78.98	Europe
Austria	2004	8174762	33455.69403	79.49	Europe
Austria	2005	8184691	34108	79.66	Europe
Austria	2007	8199783	36126.4927	79.829	Europe
Azerbaijan	1992	7413618	3455.542969	65.623	Asia
Azerbaijan	1997	7695123	1943.285094	66.328	Asia
Azerbaijan	2002	7798497	3059.179927	66.844	Asia
Azerbaijan	2007	8017309	7708.61119	67.487	Asia
Bahamas	1962	122902	15117.51505	64.209	Americas
Bahamas	1967	151120	19318.1061	65.795	Americas
Bahamas	1972	178332	18152.43763	66.515	Americas
Bahamas	1977	197499	14380.66603	67.199	Americas
Bahamas	1982	219682	20433.0368	67.874	Americas
Bahamas	1987	244042	22438.01353	69.524	Americas
Bahamas	1992	264085	19432.56931	69.171	Americas
Bahamas	1997	281577	20990.83247	68.472	Americas
Bahamas	2002	295131	22810.96126	71.068	Americas
Bahamas	2007	305655	23948.63751	73.495	Americas
Bahrain	1952	120447	9867.084765	50.939	Asia
Bahrain	1957	138655	11635.79945	53.832	Asia
Bahrain	1962	171863	12753.27514	56.923	Asia
Bahrain	1967	202182	14804.6727	59.923	Asia
Bahrain	1972	230800	18268.65839	63.3	Asia
Bahrain	1977	297410	19340.10196	65.593	Asia
Bahrain	1982	377967	19211.14731	69.052	Asia
Bahrain	1987	454612	18524.02406	70.75	Asia
Bahrain	1992	529491	19035.57917	72.601	Asia
Bahrain	1997	598561	20292.01679	73.925	Asia
Bahrain	2002	656397	23403.55927	74.795	Asia
Bahrain	2007	708573	29796.04834	75.635	Asia
Bangladesh	1952	46886859	684.2441716	37.484	Asia
Bangladesh	1957	51365468	661.6374577	39.348	Asia
Bangladesh	1962	56839289	686.3415538	41.216	Asia
Bangladesh	1967	62821884	721.1860862	43.453	Asia
Bangladesh	1972	70759295	630.2336265	45.252	Asia
Bangladesh	1977	80428306	659.8772322	46.923	Asia
Bangladesh	1982	93074406	676.9818656	50.009	Asia
Bangladesh	1987	103764241	751.9794035	52.819	Asia
Bangladesh	1992	113704579	837.8101643	56.018	Asia
Bangladesh	1997	123315288	972.7700352	59.412	Asia
Bangladesh	2002	135656790	1136.39043	62.013	Asia
Bangladesh	2007	150448339	1391.253792	64.062	Asia
Barbados	1962	228747	6204.489468	65.87	Americas
Barbados	1967	238224	7788.544085	67.62	Americas
Barbados	1972	242445	9853.806374	69.42	Americas
Barbados	1977	249169	11817.35591	71.27	Americas
Barbados	1982	253522	12736.47247	72.695	Americas
Barbados	1987	259428	13783.20898	74.027	Americas
Barbados	1992	264925	12263.45331	74.894	Americas
Barbados	1997	270096	13901.90893	74.912	Americas
Barbados	2002	275673	14544.49305	75.97	Americas
Barbados	2007	280946	17023.10239	77.296	Americas
Belarus	1973	9236465	4958.608124	72.71	FSU
Belarus	1990	10215208	6807.781057	71.15	FSU
Belarus	1991	10244639	6693.1884	70.58	FSU
Belarus	1992	10306362	6014.406075	70.17	FSU
Belarus	1993	10360516	5528.263371	69.05	FSU
Belarus	1994	10387841	4868.615987	68.82	FSU
Belarus	1995	10403989	4355.509243	68.43	FSU
Belarus	1996	10408773	4475.405604	68.56	FSU
Belarus	1997	10404210	4987.788391	68.37	FSU
Belarus	1998	10394407	5411.861751	68.38	FSU
Belarus	1999	10382370	5602.352725	67.97	FSU
Belarus	2000	10366719	5936.237819	69	FSU
Belarus	2001	10350194	6225.164179	68.6	FSU
Belarus	2002	10335382	6545.789965	68.16	FSU
Belarus	2003	10322151	6999.864668	68.7	FSU
Belarus	2004	10310520	7806.724446	69.1	FSU
Belarus	2005	10300483	8541	68.87	FSU
Belarus	2007	10289007	10273.77418	69.027	FSU
Belgium	1950	8639369	7990.46584	66.35	Europe
Belgium	1951	8678386	8393.415992	66.8	Europe
Belgium	1952	8730405	8343.105127	68	Europe
Belgium	1953	8777873	8645.372292	68.37	Europe
Belgium	1954	8819380	8950.306725	68.63	Europe
Belgium	1955	8868475	9244.72546	68.58	Europe
Belgium	1956	8923845	9529.403593	68.87	Europe
Belgium	1957	8989111	9714.960623	69.24	Europe
Belgium	1958	9052707	9477.273558	69.93	Europe
Belgium	1959	9103729	9675.467689	70.33	Europe
Belgium	1960	9118700	10076.60249	69.65	Europe
Belgium	1961	9165800	10512.5111	70.52	Europe
Belgium	1962	9218400	10991.20676	70.25	Europe
Belgium	1963	9283100	11396.12839	70.06	Europe
Belgium	1964	9367000	12089.40942	70.73	Europe
Belgium	1965	9448100	12406.28806	70.58	Europe
Belgium	1966	9507800	12720.17707	70.65	Europe
Belgium	1967	9556500	13149.04119	70.94	Europe
Belgium	1968	9589800	13647.19609	70.63	Europe
Belgium	1969	9612700	14520.74226	70.71	Europe
Belgium	1970	9637800	15379.70523	70.97	Europe
Belgium	1971	9672500	15899.65951	71.1	Europe
Belgium	1972	9709100	16672.14356	71.44	Europe
Belgium	1973	9738400	17639.58142	71.65	Europe
Belgium	1974	9767800	18325.1694	72.01	Europe
Belgium	1975	9794800	18032.1155	72	Europe
Belgium	1976	9811000	19019.94462	72.15	Europe
Belgium	1977	9821800	19117.97448	72.8	Europe
Belgium	1978	9829700	19645.53784	72.75	Europe
Belgium	1979	9837200	20090.12043	73.24	Europe
Belgium	1980	9846800	20969.62311	73.29	Europe
Belgium	1981	9852400	20696.13378	73.7	Europe
Belgium	1982	9856303	20979.84589	73.93	Europe
Belgium	1983	9855520	20979.01253	73.93	Europe
Belgium	1984	9855300	21498.93801	74.43	Europe
Belgium	1985	9858200	21708.74541	74.54	Europe
Belgium	1986	9861800	22024.75308	74.74	Europe
Belgium	1987	9870200	22525.56308	75.35	Europe
Belgium	1988	9884000	23555.8201	75.66	Europe
Belgium	1989	9937697	24269.23182	75.73	Europe
Belgium	1990	9969310	24925.91	76.14	Europe
Belgium	1991	10004487	25293.57135	76.3	Europe
Belgium	1992	10045622	25575.57069	76.46	Europe
Belgium	1993	10085426	25229.59834	76.48	Europe
Belgium	1994	10122914	25947.30294	76.82	Europe
Belgium	1995	10155459	26480.94732	76.97	Europe
Belgium	1996	10178934	26725.49837	77.31	Europe
Belgium	1997	10199787	27561.19663	77.53	Europe
Belgium	1998	10217030	28030.61314	77.62	Europe
Belgium	1999	10235655	28937.1514	77.8	Europe
Belgium	2000	10263618	29940.2047	77.91	Europe
Belgium	2001	10291679	30092.07613	78.22	Europe
Belgium	2002	10311970	30485.88375	78.32	Europe
Belgium	2003	10330824	30736.5256	78.47	Europe
Belgium	2004	10348276	31600.01699	79.11	Europe
Belgium	2005	10364388	32077	79.2	Europe
Belgium	2007	10392226	33692.60508	79.441	Europe
Belize	1950	65797	1731.132728	57.673	Americas
Belize	1962	97594	1916.319613	62.678	Americas
Belize	1967	113265	2099.158522	65.184	Americas
Belize	1972	127661	2616.696579	67.589	Americas
Belize	1977	140578	3158.688003	69.747	Americas
Belize	1982	153277	3732.094919	71.031	Americas
Belize	1987	176347	3844.931896	71.879	Americas
Belize	1992	200798	5780.689094	72.522	Americas
Belize	1997	228884	5631.50107	74.405	Americas
Belize	2002	261138	6799.541995	75.586	Americas
Belize	2007	294385	7550.225543	76.121	Americas
Benin	1952	1738315	1062.7522	38.223	Africa
Benin	1957	1925173	959.6010805	40.358	Africa
Benin	1962	2151895	949.4990641	42.618	Africa
Benin	1967	2427334	1035.831411	44.885	Africa
Benin	1972	2761407	1085.796879	47.014	Africa
Benin	1977	3168267	1029.161251	49.19	Africa
Benin	1982	3641603	1277.897616	50.904	Africa
Benin	1987	4243788	1225.85601	52.337	Africa
Benin	1992	4981671	1191.207681	53.919	Africa
Benin	1997	6066080	1232.975292	54.777	Africa
Benin	2002	7026113	1372.877931	54.406	Africa
Benin	2007	8078314	1441.284873	56.728	Africa
Bhutan	1972	1087991	807.6225858	41.837	Asia
Bhutan	1977	1205659	816.3101525	44.708	Asia
Bhutan	1982	1333704	946.8129965	47.872	Asia
Bhutan	1987	1490857	1494.290085	50.717	Asia
Bhutan	1992	1673428	1904.17945	54.471	Asia
Bhutan	1997	1876236	2561.507659	58.929	Asia
Bhutan	2002	2094176	3256.019293	63.458	Asia
Bhutan	2007	2327849	4744.640019	65.625	Asia
Bolivia	1952	2883315	2677.326347	40.414	Americas
Bolivia	1957	3211738	2127.686326	41.89	Americas
Bolivia	1962	3593918	2180.972546	43.428	Americas
Bolivia	1967	4040665	2586.886053	45.032	Americas
Bolivia	1972	4565872	2980.331339	46.714	Americas
Bolivia	1977	5079716	3548.097832	50.023	Americas
Bolivia	1982	5642224	3156.510452	53.859	Americas
Bolivia	1987	6156369	2753.69149	57.251	Americas
Bolivia	1992	6893451	2961.699694	59.957	Americas
Bolivia	1997	7693188	3326.143191	62.05	Americas
Bolivia	2002	8445134	3413.26269	63.883	Americas
Bolivia	2007	9119152	3822.137084	65.554	Americas
Bosnia and Herzegovina	1952	2791000	973.5331948	53.82	Europe
Bosnia and Herzegovina	1957	3076000	1353.989176	58.45	Europe
Bosnia and Herzegovina	1962	3349000	1709.683679	61.93	Europe
Bosnia and Herzegovina	1967	3585000	2172.352423	64.79	Europe
Bosnia and Herzegovina	1972	3819000	2860.16975	67.45	Europe
Bosnia and Herzegovina	1977	4086000	3528.481305	69.86	Europe
Bosnia and Herzegovina	1982	4172693	4126.613157	70.69	Europe
Bosnia and Herzegovina	1987	4338977	4314.114757	71.14	Europe
Bosnia and Herzegovina	1992	4256013	2546.781445	72.178	Europe
Bosnia and Herzegovina	1997	3607000	4766.355904	73.244	Europe
Bosnia and Herzegovina	2002	4165416	6018.975239	74.09	Europe
Bosnia and Herzegovina	2007	4552198	7446.298803	74.852	Europe
Botswana	1952	442308	851.2411407	47.622	Africa
Botswana	1957	474639	918.2325349	49.618	Africa
Botswana	1962	512764	983.6539764	51.52	Africa
Botswana	1967	553541	1214.709294	53.298	Africa
Botswana	1972	619351	2263.611114	56.024	Africa
Botswana	1977	781472	3214.857818	59.319	Africa
Botswana	1982	970347	4551.14215	61.484	Africa
Botswana	1987	1151184	6205.88385	63.622	Africa
Botswana	1992	1342614	7954.111645	62.745	Africa
Botswana	1997	1536536	8647.142313	52.556	Africa
Botswana	2002	1630347	11003.60508	46.634	Africa
Botswana	2007	1639131	12569.85177	50.728	Africa
Brazil	1952	56602560	2108.944355	50.917	Americas
Brazil	1957	65551171	2487.365989	53.285	Americas
Brazil	1962	76039390	3336.585802	55.665	Americas
Brazil	1967	88049823	3429.864357	57.632	Americas
Brazil	1972	100840058	4985.711467	59.504	Americas
Brazil	1977	114313951	6660.118654	61.489	Americas
Brazil	1982	128962939	7030.835878	63.336	Americas
Brazil	1987	142938076	7807.095818	65.205	Americas
Brazil	1992	155975974	6950.283021	67.057	Americas
Brazil	1997	168546719	7957.980824	69.388	Americas
Brazil	2002	179914212	8131.212843	71.006	Americas
Brazil	2007	190010647	9065.800825	72.39	Americas
Brunei	1972	141500	54117.15906	68.34	Asia
Brunei	1977	167216	72555.22854	69.66	Asia
Brunei	1982	199468	62407.21057	71.62	Asia
Brunei	1987	235357	53585.90355	73.2	Asia
Brunei	1992	273701	49174.40543	74.471	Asia
Brunei	1997	313563	48967.3126	75.465	Asia
Brunei	2002	350898	48906.34894	76.315	Asia
Brunei	2007	386511	48014.58767	77.118	Asia
Bulgaria	1950	7250500	2131.563149	61.39	Europe
Bulgaria	1951	7258200	2567.424534	60.63	Europe
Bulgaria	1952	7274900	2444.286648	59.6	Europe
Bulgaria	1953	7346100	2691.935068	64.14	Europe
Bulgaria	1954	7423300	2613.983108	64.4	Europe
Bulgaria	1955	7499400	2772.894304	64.81	Europe
Bulgaria	1956	7575800	2747.377929	65.21	Europe
Bulgaria	1957	7651254	3008.670727	66.61	Europe
Bulgaria	1958	7727553	3238.108918	68.71	Europe
Bulgaria	1959	7797777	3464.569652	66.57	Europe
Bulgaria	1960	7867374	3759.16551	69.18	Europe
Bulgaria	1961	7943118	3966.093248	70.22	Europe
Bulgaria	1962	8012946	4254.337839	69.51	Europe
Bulgaria	1963	8078145	4412.810322	70.34	Europe
Bulgaria	1964	8144339	4721.863908	71.14	Europe
Bulgaria	1965	8201400	4970.48803	71.3	Europe
Bulgaria	1966	8258057	5325.953431	71.23	Europe
Bulgaria	1967	8310226	5577.0028	70.42	Europe
Bulgaria	1968	8369603	5639.346751	71.25	Europe
Bulgaria	1969	8434172	5868.78268	70.43	Europe
Bulgaria	1970	8489574	6162.468503	71.27	Europe
Bulgaria	1971	8536395	6328.504247	70.87	Europe
Bulgaria	1972	8576200	6597.494398	70.9	Europe
Bulgaria	1973	8620997	6822.385269	71.34	Europe
Bulgaria	1974	8678745	6989.571515	71.2	Europe
Bulgaria	1975	8720742	7527.863173	71.05	Europe
Bulgaria	1976	8755037	7722.871137	71.38	Europe
Bulgaria	1977	8797022	7612.240438	70.81	Europe
Bulgaria	1978	8803281	7771.118048	71.17	Europe
Bulgaria	1979	8811589	8062.600739	71.27	Europe
Bulgaria	1980	8843528	7802.845798	71.1	Europe
Bulgaria	1981	8869441	7987.015204	71.49	Europe
Bulgaria	1982	8892098	8224.191647	71.08	Europe
Bulgaria	1983	8910284	8052.372566	71.25	Europe
Bulgaria	1984	8928271	8301.979654	71.35	Europe
Bulgaria	1985	8943573	8037.950013	71.07	Europe
Bulgaria	1986	8958770	8236.461605	71.55	Europe
Bulgaria	1987	8971958	8239.854824	71.34	Europe
Bulgaria	1988	8982025	8179.010541	71.4	Europe
Bulgaria	1989	8990055	8025.266041	71.46	Europe
Bulgaria	1990	8894028	7225.877958	71.31	Europe
Bulgaria	1991	8772368	6710.698795	71.18	Europe
Bulgaria	1992	8658506	6302.623438	71.19	Europe
Bulgaria	1993	8441872	6367.39497	71.18	Europe
Bulgaria	1994	8353335	6550.710885	70.85	Europe
Bulgaria	1995	8255811	6820.307624	70.95	Europe
Bulgaria	1996	8161026	6250.966075	70.85	Europe
Bulgaria	1997	8066057	5970.38876	70.32	Europe
Bulgaria	1998	7971774	6282.641215	70.91	Europe
Bulgaria	1999	7893227	6491.099672	71.57	Europe
Bulgaria	2000	7818495	6907.013722	71.59	Europe
Bulgaria	2001	7738416	7264.607226	71.9	Europe
Bulgaria	2002	7661799	7696.777725	72.14	Europe
Bulgaria	2003	7588399	8105.388755	72.35	Europe
Bulgaria	2004	7517973	8721.228028	72.54	Europe
Bulgaria	2005	7450349	9353	72.52	Europe
Bulgaria	2007	7322858	10680.79282	73.005	Europe
Burkina Faso	1952	4469979	543.2552413	31.975	Africa
Burkina Faso	1957	4713416	617.1834648	34.906	Africa
Burkina Faso	1962	4919632	722.5120206	37.814	Africa
Burkina Faso	1967	5127935	794.8265597	40.697	Africa
Burkina Faso	1972	5433886	854.7359763	43.591	Africa
Burkina Faso	1977	5889574	743.3870368	46.137	Africa
Burkina Faso	1982	6634596	807.1985855	48.122	Africa
Burkina Faso	1987	7586551	912.0631417	49.557	Africa
Burkina Faso	1992	8878303	931.7527731	50.26	Africa
Burkina Faso	1997	10352843	946.2949618	50.324	Africa
Burkina Faso	2002	12251209	1037.645221	50.65	Africa
Burkina Faso	2007	14326203	1217.032994	52.295	Africa
Burundi	1952	2445618	339.2964587	39.031	Africa
Burundi	1957	2667518	379.5646281	40.533	Africa
Burundi	1962	2961915	355.2032273	42.045	Africa
Burundi	1967	3330989	412.9775136	43.548	Africa
Burundi	1972	3529983	464.0995039	44.057	Africa
Burundi	1977	3834415	556.1032651	45.91	Africa
Burundi	1982	4580410	559.603231	47.471	Africa
Burundi	1987	5126023	621.8188189	48.211	Africa
Burundi	1992	5809236	631.6998778	44.736	Africa
Burundi	1997	6121610	463.1151478	45.326	Africa
Burundi	2002	7021078	446.4035126	47.36	Africa
Burundi	2007	8390505	430.0706916	49.58	Africa
Cambodia	1952	4693836	368.4692856	39.417	Asia
Cambodia	1957	5322536	434.0383364	41.366	Asia
Cambodia	1962	6083619	496.9136476	43.415	Asia
Cambodia	1967	6960067	523.4323142	45.415	Asia
Cambodia	1972	7450606	421.6240257	40.317	Asia
Cambodia	1977	6978607	524.9721832	31.22	Asia
Cambodia	1982	7272485	624.4754784	50.957	Asia
Cambodia	1987	8371791	683.8955732	53.914	Asia
Cambodia	1992	10150094	682.3031755	55.803	Asia
Cambodia	1997	11782962	734.28517	56.534	Asia
Cambodia	2002	12926707	896.2260153	56.752	Asia
Cambodia	2007	14131858	1713.778686	59.723	Asia
Cameroon	1952	5009067	1172.667655	38.523	Africa
Cameroon	1957	5359923	1313.048099	40.428	Africa
Cameroon	1962	5793633	1399.607441	42.643	Africa
Cameroon	1967	6335506	1508.453148	44.799	Africa
Cameroon	1972	7021028	1684.146528	47.049	Africa
Cameroon	1977	7959865	1783.432873	49.355	Africa
Cameroon	1982	9250831	2367.983282	52.961	Africa
Cameroon	1987	10780667	2602.664206	54.985	Africa
Cameroon	1992	12467171	1793.163278	54.314	Africa
Cameroon	1997	14195809	1694.337469	52.199	Africa
Cameroon	2002	15929988	1934.011449	49.856	Africa
Cameroon	2007	17696293	2042.09524	50.43	Africa
Canada	1950	14011422	10581.26552	68.28	Americas
Canada	1951	14330675	10932.46678	68.55	Americas
Canada	1952	14785584	11367.16112	68.75	Americas
Canada	1953	15183375	11586.61455	69.13	Americas
Canada	1954	15636245	11173.2595	69.99	Americas
Canada	1955	16050356	11901.50949	70.05	Americas
Canada	1956	16445087	12555.54947	70.04	Americas
Canada	1957	17010154	12489.95006	69.96	Americas
Canada	1958	17462004	12384.41018	70.62	Americas
Canada	1959	17872034	12590.80033	70.66	Americas
Canada	1960	18266765	12701.48312	71.04	Americas
Canada	1961	18634977	12817.92217	71.27	Americas
Canada	1962	18985849	13462.48555	71.3	Americas
Canada	1963	19342841	13882.56266	71.31	Americas
Canada	1964	19711053	14510.89933	71.69	Americas
Canada	1965	20071104	15198.11009	71.79	Americas
Canada	1966	20448496	15884.83624	71.92	Americas
Canada	1967	20819767	16076.58803	72.13	Americas
Canada	1968	21143100	16658.21328	72.29	Americas
Canada	1969	21448073	17286.99329	72.45	Americas
Canada	1970	21749986	17487.45713	72.65	Americas
Canada	1971	22026400	18229.64274	72.98	Americas
Canada	1972	22284500	18970.57086	72.88	Americas
Canada	1973	22559500	20081.30717	73.11	Americas
Canada	1974	22874700	20613.59162	73.19	Americas
Canada	1975	23209200	20775.50508	73.49	Americas
Canada	1976	23517500	21626.08551	73.92	Americas
Canada	1977	23796400	22090.88306	74.21	Americas
Canada	1978	24036300	22754.82739	74.54	Americas
Canada	1979	24276900	23465.82672	74.9	Americas
Canada	1980	24593300	23473.89691	75.14	Americas
