country	year	pop	gdpPercap	lifeExp	continent
Bangladesh	1967	62821884	721.1860862	43.453	Asia
Bangladesh	1972	70759295	630.2336265	45.252	Asia
Bangladesh	1977	80428306	659.8772322	46.923	Asia
Bangladesh	1982	93074406	676.9818656	50.009	Asia
Bangladesh	1987	103764241	751.9794035	52.819	Asia
Bangladesh	1992	113704579	837.8101643	56.018	Asia
Bangladesh	1997	123315288	972.7700352	59.412	Asia
Bangladesh	2002	135656790	1136.39043	62.013	Asia
Bangladesh	2007	150448339	1391.253792	64.062	Asia
Belgium	1952	8730405	8343.105127	68	Europe
Belgium	1957	8989111	9714.960623	69.24	Europe
Belgium	1962	9218400	10991.20676	70.25	Europe
Belgium	1967	9556500	13149.04119	70.94	Europe
Belgium	1972	9709100	16672.14356	71.44	Europe
Belgium	1977	9821800	19117.97448	72.8	Europe
Belgium	1982	9856303	20979.84589	73.93	Europe
Belgium	1987	9870200	22525.56308	75.35	Europe
Belgium	1992	10045622	25575.57069	76.46	Europe
Belgium	1997	10199787	27561.19663	77.53	Europe
Belgium	2002	10311970	30485.88375	78.32	Europe
Belgium	2007	10392226	33692.60508	79.441	Europe
Benin	1952	1738315	1062.7522	38.223	Africa
Benin	1957	1925173	959.6010805	40.358	Africa
Benin	1962	2151895	949.4990641	42.618	Africa
Benin	1967	2427334	1035.831411	44.885	Africa
Benin	1972	2761407	1085.796879	47.014	Africa
Benin	1977	3168267	1029.161251	49.19	Africa
Benin	1982	3641603	1277.897616	50.904	Africa
Benin	1987	4243788	1225.85601	52.337	Africa
Benin	1992	4981671	1191.207681	53.919	Africa
Benin	1997	6066080	1232.975292	54.777	Africa
Benin	2002	7026113	1372.877931	54.406	Africa
Benin	2007	8078314	1441.284873	56.728	Africa
Bolivia	1952	2883315	2677.326347	40.414	Americas
Bolivia	1957	3211738	2127.686326	41.89	Americas
Bolivia	1962	3593918	2180.972546	43.428	Americas
Bolivia	1967	4040665	2586.886053	45.032	Americas
Bolivia	1972	4565872	2980.331339	46.714	Americas
Bolivia	1977	5079716	3548.097832	50.023	Americas
Bolivia	1982	5642224	3156.510452	53.859	Americas
Bolivia	1987	6156369	2753.69149	57.251	Americas
Bolivia	1992	6893451	2961.699694	59.957	Americas
Bolivia	1997	7693188	3326.143191	62.05	Americas
Bolivia	2002	8445134	3413.26269	63.883	Americas
Bolivia	2007	9119152	3822.137084	65.554	Americas
Bosnia and Herzegovina	1952	2791000	973.5331948	53.82	Europe
Bosnia and Herzegovina	1957	3076000	1353.989176	58.45	Europe
Bosnia and Herzegovina	1962	3349000	1709.683679	61.93	Europe
Bosnia and Herzegovina	1967	3585000	2172.352423	64.79	Europe
Bosnia and Herzegovina	1972	3819000	2860.16975	67.45	Europe
Bosnia and Herzegovina	1977	4086000	3528.481305	69.86	Europe
Bosnia and Herzegovina	1982	4172693	4126.613157	70.69	Europe
Bosnia and Herzegovina	1987	4338977	4314.114757	71.14	Europe
Bosnia and Herzegovina	1992	4256013	2546.781445	72.178	Europe
Bosnia and Herzegovina	1997	3607000	4766.355904	73.244	Europe
Bosnia and Herzegovina	2002	4165416	6018.975239	74.09	Europe
Bosnia and Herzegovina	2007	4552198	7446.298803	74.852	Europe
Botswana	1952	442308	851.2411407	47.622	Africa
Botswana	1957	474639	918.2325349	49.618	Africa
Botswana	1962	512764	983.6539764	51.52	Africa
Botswana	1967	553541	1214.709294	53.298	Africa
Botswana	1972	619351	2263.611114	56.024	Africa
Botswana	1977	781472	3214.857818	59.319	Africa
Botswana	1982	970347	4551.14215	61.484	Africa
Botswana	1987	1151184	6205.88385	63.622	Africa
Botswana	1992	1342614	7954.111645	62.745	Africa
Botswana	1997	1536536	8647.142313	52.556	Africa
Botswana	2002	1630347	11003.60508	46.634	Africa
Botswana	2007	1639131	12569.85177	50.728	Africa
Brazil	1952	56602560	2108.944355	50.917	Americas
Brazil	1957	65551171	2487.365989	53.285	Americas
Brazil	1962	76039390	3336.585802	55.665	Americas
Brazil	1967	88049823	3429.864357	57.632	Americas
Brazil	1972	100840058	4985.711467	59.504	Americas
Brazil	1977	114313951	6660.118654	61.489	Americas
Brazil	1982	128962939	7030.835878	63.336	Americas
Brazil	1987	142938076	7807.095818	65.205	Americas
Brazil	1992	155975974	6950.283021	67.057	Americas
Brazil	1997	168546719	7957.980824	69.388	Americas
Brazil	2002	179914212	8131.212843	71.006	Americas
Brazil	2007	190010647	9065.800825	72.39	Americas
Bulgaria	1952	7274900	2444.286648	59.6	Europe
Bulgaria	1957	7651254	3008.670727	66.61	Europe
Bulgaria	1962	8012946	4254.337839	69.51	Europe
Bulgaria	1967	8310226	5577.0028	70.42	Europe
Bulgaria	1972	8576200	6597.494398	70.9	Europe
Bulgaria	1977	8797022	7612.240438	70.81	Europe
Bulgaria	1982	8892098	8224.191647	71.08	Europe
Bulgaria	1987	8971958	8239.854824	71.34	Europe
Bulgaria	1992	8658506	6302.623438	71.19	Europe
Bulgaria	1997	8066057	5970.38876	70.32	Europe
Bulgaria	2002	7661799	7696.777725	72.14	Europe
Bulgaria	2007	7322858	10680.79282	73.005	Europe
Burkina Faso	1952	4469979	543.2552413	31.975	Africa
Burkina Faso	1957	4713416	617.1834648	34.906	Africa
Burkina Faso	1962	4919632	722.5120206	37.814	Africa
Burkina Faso	1967	5127935	794.8265597	40.697	Africa
Burkina Faso	1972	5433886	854.7359763	43.591	Africa
Burkina Faso	1977	5889574	743.3870368	46.137	Africa
Burkina Faso	1982	6634596	807.1985855	48.122	Africa
Burkina Faso	1987	7586551	912.0631417	49.557	Africa
Burkina Faso	1992	8878303	931.7527731	50.26	Africa
Burkina Faso	1997	10352843	946.2949618	50.324	Africa
Burkina Faso	2002	12251209	1037.645221	50.65	Africa
Burkina Faso	2007	14326203	1217.032994	52.295	Africa
Burundi	1952	2445618	339.2964587	39.031	Africa
Burundi	1957	2667518	379.5646281	40.533	Africa
Burundi	1962	2961915	355.2032273	42.045	Africa
Burundi	1967	3330989	412.9775136	43.548	Africa
Burundi	1972	3529983	464.0995039	44.057	Africa
Burundi	1977	3834415	556.1032651	45.91	Africa
Burundi	1982	4580410	559.603231	47.471	Africa
Burundi	1987	5126023	621.8188189	48.211	Africa
Burundi	1992	5809236	631.6998778	44.736	Africa
Burundi	1997	6121610	463.1151478	45.326	Africa
Burundi	2002	7021078	446.4035126	47.36	Africa
Burundi	2007	8390505	430.0706916	49.58	Africa
Cambodia	1952	4693836	368.4692856	39.417	Asia
Cambodia	1957	5322536	434.0383364	41.366	Asia
Cambodia	1962	6083619	496.9136476	43.415	Asia
Cambodia	1967	6960067	523.4323142	45.415	Asia
Cambodia	1972	7450606	421.6240257	40.317	Asia
Cambodia	1977	6978607	524.9721832	31.22	Asia
Cambodia	1982	7272485	624.4754784	50.957	Asia
Cambodia	1987	8371791	683.8955732	53.914	Asia
Cambodia	1992	10150094	682.3031755	55.803	Asia
Cambodia	1997	11782962	734.28517	56.534	Asia
Cambodia	2002	12926707	896.2260153	56.752	Asia
Cambodia	2007	14131858	1713.778686	59.723	Asia
Cameroon	1952	5009067	1172.667655	38.523	Africa
Cameroon	1957	5359923	1313.048099	40.428	Africa
Cameroon	1962	5793633	1399.607441	42.643	Africa
Cameroon	1967	6335506	1508.453148	44.799	Africa
Cameroon	1972	7021028	1684.146528	47.049	Africa
Cameroon	1977	7959865	1783.432873	49.355	Africa
Cameroon	1982	9250831	2367.983282	52.961	Africa
Cameroon	1987	10780667	2602.664206	54.985	Africa
Cameroon	1992	12467171	1793.163278	54.314	Africa
Cameroon	1997	14195809	1694.337469	52.199	Africa
Cameroon	2002	15929988	1934.011449	49.856	Africa
Cameroon	2007	17696293	2042.09524	50.43	Africa
Canada	1952	14785584	11367.16112	68.75	Americas
Canada	1957	17010154	12489.95006	69.96	Americas
Canada	1962	18985849	13462.48555	71.3	Americas
Canada	1967	20819767	16076.58803	72.13	Americas
Canada	1972	22284500	18970.57086	72.88	Americas
Canada	1977	23796400	22090.88306	74.21	Americas
Canada	1982	25201900	22898.79214	75.76	Americas
Canada	1987	26549700	26626.51503	76.86	Americas
Canada	1992	28523502	26342.88426	77.95	Americas
Canada	1997	30305843	28954.92589	78.61	Americas
Canada	2002	31902268	33328.96507	79.77	Americas
Canada	2007	33390141	36319.23501	80.653	Americas
Central African Republic	1952	1291695	1071.310713	35.463	Africa
Central African Republic	1957	1392284	1190.844328	37.464	Africa
Central African Republic	1962	1523478	1193.068753	39.475	Africa
Central African Republic	1967	1733638	1136.056615	41.478	Africa
Central African Republic	1972	1927260	1070.013275	43.457	Africa
Central African Republic	1977	2167533	1109.374338	46.775	Africa
Central African Republic	1982	2476971	956.7529907	48.295	Africa
Central African Republic	1987	2840009	844.8763504	50.485	Africa
Central African Republic	1992	3265124	747.9055252	49.396	Africa
Central African Republic	1997	3696513	740.5063317	46.066	Africa
Central African Republic	2002	4048013	738.6906068	43.308	Africa
Central African Republic	2007	4369038	706.016537	44.741	Africa
Chad	1952	2682462	1178.665927	38.092	Africa
Chad	1957	2894855	1308.495577	39.881	Africa
Chad	1962	3150417	1389.817618	41.716	Africa
Chad	1967	3495967	1196.810565	43.601	Africa
Chad	1972	3899068	1104.103987	45.569	Africa
Chad	1977	4388260	1133.98495	47.383	Africa
Chad	1982	4875118	797.9081006	49.517	Africa
Chad	1987	5498955	952.386129	51.051	Africa
Chad	1992	6429417	1058.0643	51.724	Africa
Chad	1997	7562011	1004.961353	51.573	Africa
Chad	2002	8835739	1156.18186	50.525	Africa
Chad	2007	10238807	1704.063724	50.651	Africa
Chile	1952	6377619	3939.978789	54.745	Americas
Chile	1957	7048426	4315.622723	56.074	Americas
Chile	1962	7961258	4519.094331	57.924	Americas
Chile	1967	8858908	5106.654313	60.523	Americas
Chile	1972	9717524	5494.024437	63.441	Americas
Chile	1977	10599793	4756.763836	67.052	Americas
Chile	1982	11487112	5095.665738	70.565	Americas
Chile	1987	12463354	5547.063754	72.492	Americas
Chile	1992	13572994	7596.125964	74.126	Americas
Chile	1997	14599929	10118.05318	75.816	Americas
Chile	2002	15497046	10778.78385	77.86	Americas
Chile	2007	16284741	13171.63885	78.553	Americas
China	1952	556263527.999989	400.448610699994	44	Asia
China	1957	637408000	575.9870009	50.54896	Asia
China	1962	665770000	487.6740183	44.50136	Asia
China	1967	754550000	612.7056934	58.38112	Asia
China	1972	862030000	676.9000921	63.11888	Asia
China	1977	943455000	741.2374699	63.96736	Asia
China	1982	1000281000	962.4213805	65.525	Asia
China	1987	1084035000	1378.904018	67.274	Asia
China	1992	1164970000	1655.784158	68.69	Asia
China	1997	1230075000	2289.234136	70.426	Asia
China	2002	1280400000	3119.280896	72.028	Asia
China	2007	1318683096	4959.114854	72.961	Asia
Colombia	1952	12350771	2144.115096	50.643	Americas
Colombia	1957	14485993	2323.805581	55.118	Americas
Colombia	1962	17009885	2492.351109	57.863	Americas
Colombia	1967	19764027	2678.729839	59.963	Americas
Colombia	1972	22542890	3264.660041	61.623	Americas
Colombia	1977	25094412	3815.80787	63.837	Americas
Colombia	1982	27764644	4397.575659	66.653	Americas
Colombia	1987	30964245	4903.2191	67.768	Americas
Colombia	1992	34202721	5444.648617	68.421	Americas
Colombia	1997	37657830	6117.361746	70.313	Americas
Colombia	2002	41008227	5755.259962	71.682	Americas
Colombia	2007	44227550	7006.580419	72.889	Americas
Comoros	1952	153936	1102.990936	40.715	Africa
Comoros	1957	170928	1211.148548	42.46	Africa
Comoros	1962	191689	1406.648278	44.467	Africa
Comoros	1967	217378	1876.029643	46.472	Africa
Comoros	1972	250027	1937.577675	48.944	Africa
Comoros	1977	304739	1172.603047	50.939	Africa
Comoros	1982	348643	1267.100083	52.933	Africa
Comoros	1987	395114	1315.980812	54.926	Africa
Comoros	1992	454429	1246.90737	57.939	Africa
Comoros	1997	527982	1173.618235	60.66	Africa
Comoros	2002	614382	1075.811558	62.974	Africa
Comoros	2007	710960	986.1478792	65.152	Africa
Congo, Dem. Rep.	1952	14100005	780.5423257	39.143	Africa
Congo, Dem. Rep.	1957	15577932	905.8602303	40.652	Africa
Congo, Dem. Rep.	1962	17486434	896.3146335	42.122	Africa
Congo, Dem. Rep.	1967	19941073	861.5932424	44.056	Africa
Congo, Dem. Rep.	1972	23007669	904.8960685	45.989	Africa
Congo, Dem. Rep.	1977	26480870	795.757282	47.804	Africa
Congo, Dem. Rep.	1982	30646495	673.7478181	47.784	Africa
Congo, Dem. Rep.	1987	35481645	672.774812	47.412	Africa
Congo, Dem. Rep.	1992	41672143	457.7191807	45.548	Africa
Congo, Dem. Rep.	1997	47798986	312.188423	42.587	Africa
Congo, Dem. Rep.	2002	55379852	241.1658765	44.966	Africa
Congo, Dem. Rep.	2007	64606759	277.5518587	46.462	Africa
Congo, Rep.	1952	854885	2125.621418	42.111	Africa
Congo, Rep.	1957	940458	2315.056572	45.053	Africa
Congo, Rep.	1962	1047924	2464.783157	48.435	Africa
Congo, Rep.	1967	1179760	2677.939642	52.04	Africa
Congo, Rep.	1972	1340458	3213.152683	54.907	Africa
Congo, Rep.	1977	1536769	3259.178978	55.625	Africa
Congo, Rep.	1982	1774735	4879.507522	56.695	Africa
Congo, Rep.	1987	2064095	4201.194937	57.47	Africa
Congo, Rep.	1992	2409073	4016.239529	56.433	Africa
Congo, Rep.	1997	2800947	3484.164376	52.962	Africa
Congo, Rep.	2002	3328795	3484.06197	52.97	Africa
Congo, Rep.	2007	3800610	3632.557798	55.322	Africa
Costa Rica	1952	926317	2627.009471	57.206	Americas
Costa Rica	1957	1112300	2990.010802	60.026	Americas
Costa Rica	1962	1345187	3460.937025	62.842	Americas
Costa Rica	1967	1588717	4161.727834	65.424	Americas
Costa Rica	1972	1834796	5118.146939	67.849	Americas
Costa Rica	1977	2108457	5926.876967	70.75	Americas
Costa Rica	1982	2424367	5262.734751	73.45	Americas
Costa Rica	1987	2799811	5629.915318	74.752	Americas
Costa Rica	1992	3173216	6160.416317	75.713	Americas
Costa Rica	1997	3518107	6677.045314	77.26	Americas
Costa Rica	2002	3834934	7723.447195	78.123	Americas
Costa Rica	2007	4133884	9645.06142	78.782	Americas
Cote d'Ivoire	1952	2977019	1388.594732	40.477	Africa
Cote d'Ivoire	1957	3300000	1500.895925	42.469	Africa
Cote d'Ivoire	1962	3832408	1728.869428	44.93	Africa
Cote d'Ivoire	1967	4744870	2052.050473	47.35	Africa
Cote d'Ivoire	1972	6071696	2378.201111	49.801	Africa
Cote d'Ivoire	1977	7459574	2517.736547	52.374	Africa
Cote d'Ivoire	1982	9025951	2602.710169	53.983	Africa
Cote d'Ivoire	1987	10761098	2156.956069	54.655	Africa
Cote d'Ivoire	1992	12772596	1648.073791	52.044	Africa
Cote d'Ivoire	1997	14625967	1786.265407	47.991	Africa
Cote d'Ivoire	2002	16252726	1648.800823	46.832	Africa
Cote d'Ivoire	2007	18013409	1544.750112	48.328	Africa
Croatia	1952	3882229	3119.23652	61.21	Europe
Croatia	1957	3991242	4338.231617	64.77	Europe
Croatia	1962	4076557	5477.890018	67.13	Europe
Croatia	1967	4174366	6960.297861	68.5	Europe
Croatia	1972	4225310	9164.090127	69.61	Europe
Croatia	1977	4318673	11305.38517	70.64	Europe
Croatia	1982	4413368	13221.82184	70.46	Europe
Croatia	1987	4484310	13822.58394	71.52	Europe
Croatia	1992	4494013	8447.794873	72.527	Europe
Croatia	1997	4444595	9875.604515	73.68	Europe
Croatia	2002	4481020	11628.38895	74.876	Europe
Croatia	2007	4493312	14619.22272	75.748	Europe
Cuba	1952	6007797	5586.53878	59.421	Americas
Cuba	1957	6640752	6092.174359	62.325	Americas
Cuba	1962	7254373	5180.75591	65.246	Americas
Cuba	1967	8139332	5690.268015	68.29	Americas
Cuba	1972	8831348	5305.445256	70.723	Americas
Cuba	1977	9537988	6380.494966	72.649	Americas
Cuba	1982	9789224	7316.918107	73.717	Americas
Cuba	1987	10239839	7532.924763	74.174	Americas
Cuba	1992	10723260	5592.843963	74.414	Americas
Cuba	1997	10983007	5431.990415	76.151	Americas
Cuba	2002	11226999	6340.646683	77.158	Americas
Cuba	2007	11416987	8948.102923	78.273	Americas
Czech Republic	1952	9125183	6876.14025	66.87	Europe
Czech Republic	1957	9513758	8256.343918	69.03	Europe
Czech Republic	1962	9620282	10136.86713	69.9	Europe
Czech Republic	1967	9835109	11399.44489	70.38	Europe
Czech Republic	1972	9862158	13108.4536	70.29	Europe
Czech Republic	1977	10161915	14800.16062	70.71	Europe
Czech Republic	1982	10303704	15377.22855	70.96	Europe
Czech Republic	1987	10311597	16310.4434	71.58	Europe
Czech Republic	1992	10315702	14297.02122	72.4	Europe
Czech Republic	1997	10300707	16048.51424	74.01	Europe
Czech Republic	2002	10256295	17596.21022	75.51	Europe
Czech Republic	2007	10228744	22833.30851	76.486	Europe
Denmark	1952	4334000	9692.385245	70.78	Europe
Denmark	1957	4487831	11099.65935	71.81	Europe
Denmark	1962	4646899	13583.31351	72.35	Europe
Denmark	1967	4838800	15937.21123	72.96	Europe
Denmark	1972	4991596	18866.20721	73.47	Europe
Denmark	1977	5088419	20422.9015	74.69	Europe
Denmark	1982	5117810	21688.04048	74.63	Europe
Denmark	1987	5127024	25116.17581	74.8	Europe
Denmark	1992	5171393	26406.73985	75.33	Europe
Denmark	1997	5283663	29804.34567	76.11	Europe
Denmark	2002	5374693	32166.50006	77.18	Europe
Denmark	2007	5468120	35278.41874	78.332	Europe
Djibouti	1952	63149	2669.529475	34.812	Africa
Djibouti	1957	71851	2864.969076	37.328	Africa
Djibouti	1962	89898	3020.989263	39.693	Africa
Djibouti	1967	127617	3020.050513	42.074	Africa
Djibouti	1972	178848	3694.212352	44.366	Africa
Djibouti	1977	228694	3081.761022	46.519	Africa
Djibouti	1982	305991	2879.468067	48.812	Africa
Djibouti	1987	311025	2880.102568	50.04	Africa
Djibouti	1992	384156	2377.156192	51.604	Africa
Djibouti	1997	417908	1895.016984	53.157	Africa
Djibouti	2002	447416	1908.260867	53.373	Africa
Djibouti	2007	496374	2082.481567	54.791	Africa
Dominican Republic	1952	2491346	1397.717137	45.928	Americas
Dominican Republic	1957	2923186	1544.402995	49.828	Americas
Dominican Republic	1962	3453434	1662.137359	53.459	Americas
Dominican Republic	1967	4049146	1653.723003	56.751	Americas
Dominican Republic	1972	4671329	2189.874499	59.631	Americas
Dominican Republic	1977	5302800	2681.9889	61.788	Americas
Dominican Republic	1982	5968349	2861.092386	63.727	Americas
Dominican Republic	1987	6655297	2899.842175	66.046	Americas
Dominican Republic	1992	7351181	3044.214214	68.457	Americas
Dominican Republic	1997	7992357	3614.101285	69.957	Americas
Dominican Republic	2002	8650322	4563.808154	70.847	Americas
Dominican Republic	2007	9319622	6025.374752	72.235	Americas
Ecuador	1952	3548753	3522.110717	48.357	Americas
Ecuador	1957	4058385	3780.546651	51.356	Americas
Ecuador	1962	4681707	4086.114078	54.64	Americas
Ecuador	1967	5432424	4579.074215	56.678	Americas
Ecuador	1972	6298651	5280.99471	58.796	Americas
Ecuador	1977	7278866	6679.62326	61.31	Americas
Ecuador	1982	8365850	7213.791267	64.342	Americas
Ecuador	1987	9545158	6481.776993	67.231	Americas
Ecuador	1992	10748394	7103.702595	69.613	Americas
Ecuador	1997	11911819	7429.455877	72.312	Americas
Ecuador	2002	12921234	5773.044512	74.173	Americas
Ecuador	2007	13755680	6873.262326	74.994	Americas
Egypt	1952	22223309	1418.822445	41.893	Africa
Egypt	1957	25009741	1458.915272	44.444	Africa
Egypt	1962	28173309	1693.335853	46.992	Africa
Egypt	1967	31681188	1814.880728	49.293	Africa
Egypt	1972	34807417	2024.008147	51.137	Africa
Egypt	1977	38783863	2785.493582	53.319	Africa
Egypt	1982	45681811	3503.729636	56.006	Africa
Egypt	1987	52799062	3885.46071	59.797	Africa
Egypt	1992	59402198	3794.755195	63.674	Africa
Egypt	1997	66134291	4173.181797	67.217	Africa
Egypt	2002	73312559	4754.604414	69.806	Africa
Egypt	2007	80264543	5581.180998	71.338	Africa
El Salvador	1952	2042865	3048.3029	45.262	Americas
El Salvador	1957	2355805	3421.523218	48.57	Americas
El Salvador	1962	2747687	3776.803627	52.307	Americas
El Salvador	1967	3232927	4358.595393	55.855	Americas
El Salvador	1972	3790903	4520.246008	58.207	Americas
El Salvador	1977	4282586	5138.922374	56.696	Americas
El Salvador	1982	4474873	4098.344175	56.604	Americas
El Salvador	1987	4842194	4140.442097	63.154	Americas
El Salvador	1992	5274649	4444.2317	66.798	Americas
El Salvador	1997	5783439	5154.825496	69.535	Americas
El Salvador	2002	6353681	5351.568666	70.734	Americas
El Salvador	2007	6939688	5728.353514	71.878	Americas
Equatorial Guinea	1952	216964	375.6431231	34.482	Africa
Equatorial Guinea	1957	232922	426.0964081	35.983	Africa
Equatorial Guinea	1962	249220	582.8419714	37.485	Africa
Equatorial Guinea	1967	259864	915.5960025	38.987	Africa
Equatorial Guinea	1972	277603	672.4122571	40.516	Africa
Equatorial Guinea	1977	192675	958.5668124	42.024	Africa
Equatorial Guinea	1982	285483	927.8253427	43.662	Africa
Equatorial Guinea	1987	341244	966.8968149	45.664	Africa
Equatorial Guinea	1992	387838	1132.055034	47.545	Africa
Equatorial Guinea	1997	439971	2814.480755	48.245	Africa
Equatorial Guinea	2002	495627	7703.4959	49.348	Africa
Equatorial Guinea	2007	551201	12154.08975	51.579	Africa
Eritrea	1952	1438760	328.9405571	35.928	Africa
Eritrea	1957	1542611	344.1618859	38.047	Africa
Eritrea	1962	1666618	380.9958433	40.158	Africa
Eritrea	1967	1820319	468.7949699	42.189	Africa
Eritrea	1972	2260187	514.3242082	44.142	Africa
Eritrea	1977	2512642	505.7538077	44.535	Africa
Eritrea	1982	2637297	524.8758493	43.89	Africa
Eritrea	1987	2915959	521.1341333	46.453	Africa
Eritrea	1992	3668440	582.8585102	49.991	Africa
Eritrea	1997	4058319	913.47079	53.378	Africa
Eritrea	2002	4414865	765.3500015	55.24	Africa
Eritrea	2007	4906585	641.3695236	58.04	Africa
Ethiopia	1952	20860941	362.1462796	34.078	Africa
Ethiopia	1957	22815614	378.9041632	36.667	Africa
Ethiopia	1962	25145372	419.4564161	40.059	Africa
Ethiopia	1967	27860297	516.1186438	42.115	Africa
Ethiopia	1972	30770372	566.2439442	43.515	Africa
Ethiopia	1977	34617799	556.8083834	44.51	Africa
Ethiopia	1982	38111756	577.8607471	44.916	Africa
Ethiopia	1987	42999530	573.7413142	46.684	Africa
Ethiopia	1992	52088559	421.3534653	48.091	Africa
Ethiopia	1997	59861301	515.8894013	49.402	Africa
Ethiopia	2002	67946797	530.0535319	50.725	Africa
Ethiopia	2007	76511887	690.8055759	52.947	Africa
